"Cancellation of earned points from transaction %transaction_id, Order %order_id, Credit Memo %creditmemo_id","Cancellation of earned points from transaction %transaction_id, Order %order_id, Credit Memo %creditmemo_id"
"Subscribed","Subscribed"
"Not Subscribed","Not Subscribed"
"Unsubscribed","Unsubscribed"
"Yes","Yes"
"No","No"
"Not Subscribed","Not Subscribed"
"Waiting","Waiting"
"Points expired","Points expired"
"Your Reward Points subscription settings were updated.","Your Reward Points subscription settings were updated."
"Something went wrong while saving your Reward Points subscription.","Something went wrong while saving your Reward Points subscription."
"Balance Update Notified","Balance Update Notified"
"Expiration Notified","Expiration Notified"
"Something went wrong while saving your Reward Points subscription.","Something went wrong while saving your Reward Points subscription."
"Your Reward Points subscription settings were updated.","Your Reward Points subscription settings were updated."
"Something went wrong while saving your Reward Points subscription.","Something went wrong while saving your Reward Points subscription."
"Subscribe to balance update notifications","Subscribe to balance update notifications"
"Subscribe to points expiration reminders","Subscribe to points expiration reminders"
"Points balance notifications sent when","Points balance notifications sent when"
"Subscribe Customers to Reward Points Notifications by Default","Subscribe Customers to Reward Points Notifications by Default"
"Sender","Sender"
"Email Notifications","Email Notifications"
"Balance Update Template","Balance Update Template"
"Subscribe Customers to Reward Points Notifications by Default","Subscribe Customers to Reward Points Notifications by Default"
"Points expiration reminder template","Points expiration reminder template"
"Expiration reminder timing, days","Expiration reminder timing, days"
"Edit Email Preferences","Edit Email Preferences"
"Balance","Balance"
"You can not save the transaction. The transaction is not active.","You can not save the transaction. The transaction is not active."
"Share of purchase that could be covered by points, %","Share of purchase that could be covered by points, %"
"Enable applying points on subscription products","Enable applying points on subscription products"
"Reward points were successfully applied. Important: It is allowed to cover only %1% of the purchase with Reward Points.","Reward points were successfully applied. Important: It is allowed to cover only %1% of the purchase with Reward Points."
"Points can't be used unless the balance is greater than","Points can't be used unless the balance is greater than"
"Earn <strong>%1</strong> or more points to spend them on checkout","Earn <strong>%1</strong> or more points to spend them on checkout"
"Reward Points were successfully removed.","Reward Points were successfully removed."
"You are not using Reward Points in your shopping cart.","You are not using Reward Points in your shopping cart."
"Cancel","Cancel"
"Refund by Reward Points","Refund by Reward Points"
"Reimburse of spent Reward Points","Reimburse of spent Reward Points"
"Balance Update Notifications (status)","Balance Update Notifications (status)"
"Points Expiration Notification (status)","Points Expiration Notification (status)"
"Cancel points earned on refunded order","Cancel points earned on refunded order"
"Reimburse Points Spent on Refunded Order","Reimburse Points Spent on Refunded Order"
"Created By","Created By"
"Spend <strong>%1</strong> to earn <strong>%2 points</strong>, and get a bonus discount of <strong>%3</strong>","Spend <strong>%1</strong> to earn <strong>%2 points</strong>, and get a bonus discount of <strong>%3</strong>"
"Spend <strong>%1</strong> to earn more and spend them!","Spend <strong>%1</strong> to earn more and spend them!"
"* Tax can not be covered by Reward Points","* Tax can not be covered by Reward Points"
"Cancel earned points for refund order %order_id, Credit Memo %creditmemo_id","Cancel earned points for refund order %order_id, Credit Memo %creditmemo_id"
"Active","Active"
"Used","Used"
"Expired","Expired"
"Status","Status"
"Cancelled","Cancelled"
"Cancel earned points for refund order","Cancel earned points for refund order"
"Balance Adjusted","Balance Adjusted"
"Display invitation to newsletter subscription","Display invitation to newsletter subscription"
"Subscribe to Newsletter to earn <strong>%1 points%2</strong>. <a href=""%3"">Learn more</a>.","Subscribe to Newsletter to earn <strong>%1 points%2</strong>. <a href=""%3"">Learn more</a>."
"Display invitation to newsletter subscription","Display invitation to newsletter subscription"
"Register now to earn <strong>%1 points%2</strong>. <a href=""%3"">Learn more</a>.","Register now to earn <strong>%1 points%2</strong>. <a href=""%3"">Learn more</a>."
"Display an invitation to register","Display an invitation to register"
"Allow applying points to shipping amount","Allow applying points to shipping amount"
"Points earning calculation","Points earning calculation"
"Default","Default"
"Before Tax","Before Tax"
"After Tax","After Tax"
"No possibility to use reward points discounts in the cart","No possibility to use reward points discounts in the cart"
"Import","Import"
"Import From Csv File","Import From Csv File"
"Delete image","Delete image"
"Delete file","Delete file"
"File is not uploaded","File is not uploaded"
"Verification error while importing data. Details are available in log file: %1","Verification error while importing data. Details are available in log file: %1"
"Missing a required field: %1","Missing a required field: %1"
"Missing required value %1 in row %2","Missing required value %1 in row %2"
"Import successfully completed! %1 of %2 records have been imported. See details in log file: %3","Import successfully completed! %1 of %2 records have been imported. See details in log file: %3"
"Customer with email %1 wasn't found","Customer with email %1 wasn't found"
"IMPORT: Balance adjusted","IMPORT: Balance adjusted"
"Balance adjusted while import","Balance adjusted while import"
"Required field %1 is missing","Required field %1 is missing"
"Points balance is invalid for customer with email %1","Points balance is invalid for customer with email %1"
"Points Earning Rules","Points Earning Rules"
"Add New Rule","Add New Rule"
"Enable","Enable"
"Enabled","Enabled"
"Disable","Disable"
"Disabled","Disabled"
"Delete items","Delete items"
"Are you sure you want to delete selected item?","Are you sure you want to delete selected item?"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Name","Name"
"Edit","Edit"
"Priority","Priority"
"Discard Subsequent Rules","Discard Subsequent Rules"
"Select...","Select..."
"Date Start","Date Start"
"Date Expire","Date Expire"
"A total of %1 rule(s) were deleted.","A total of %1 rule(s) were deleted."
"A total of %1 rule(s) were disabled.","A total of %1 rule(s) were disabled."
"A total of %1 rule(s) were enabled.","A total of %1 rule(s) were enabled."
"Rule was successfully deleted.","Rule was successfully deleted."
"New Rule","New Rule"
"Edit ""%1"" Rule","Edit ""%1"" Rule"
"This rule no longer exists.","This rule no longer exists."
"Are you sure you want to do this?","Are you sure you want to do this?"
"Save","Save"
"Save and Continue Edit","Save and Continue Edit"
"General Settings","General Settings"
"Enable Rule","Enable Rule"
"Description","Description"
"Rule was saved successfully","Rule was saved successfully"
"Something went wrong while saving the rule","Something went wrong while saving the rule"
"For all products matching the conditions below","For all products matching the conditions below"
"Multiply a default earn rate","Multiply a default earn rate"
"Multiply points by","Multiply points by"
"Add a fixed amount of points in addition to earning rate","Add a fixed amount of points in addition to earning rate"
"Add a fixed amount of points","Add a fixed amount of points"
"To disable earning select ""Multiply a default earn rate"" and set the multiplier to 0","To disable earning select ""Multiply a default earn rate"" and set the multiplier to 0"
"The points are added on top of earned points","The points are added on top of earned points"
"Not recommended for using with bundle products due to an issue with partial invoices and refunds. See <a href=""https://aheadworks.atlassian.net/wiki/spaces/EUDOC/pages/1229161505/Reward+Points+-+Magento+2#RewardPoints-Magento2-IntroducingRewardPoints"" target=""_blank"">Readme</a> for details.","Not recommended for using with bundle products due to an issue with partial invoices and refunds. See <a href=""https://aheadworks.atlassian.net/wiki/spaces/EUDOC/pages/1229161505/Reward+Points+-+Magento+2#RewardPoints-Magento2-IntroducingRewardPoints"" target=""_blank"">Readme</a> for details."
"Indexed rule/product association","Indexed rule/product association"
"We can't rebuild the index for an undefined entity.","We can't rebuild the index for an undefined entity."
"Rules: %1","Rules: %1"
"Earning Rule Id","Earning Rule Id"
"Promo text for registered customers on product pages","Promo text for registered customers on product pages"
"Promo text for not logged in visitors on product pages","Promo text for not logged in visitors on product pages"
"Use ""%X"" as a variable to show a number of points. Leave empty to disable.","Use ""%X"" as a variable to show a number of points. Leave empty to disable."
"Promo Settings","Promo Settings"
"Text on Categories","Text on Categories"
"Text on Products","Text on Products"
"Replaces a text set in the general settings","Replaces a text set in the general settings"
"Replaces a text set in the general settings. You can use ""%X"" variable to specify an exact amount of points","Replaces a text set in the general settings. You can use ""%X"" variable to specify an exact amount of points"
"Promo text on categories","Promo text on categories"
"Will be displayed when a product matches 2 or more rules","Will be displayed when a product matches 2 or more rules"
"Conditions","Conditions"
"Actions","Actions"
"Duplicated store view in storefront descriptions found.","Duplicated store view in storefront descriptions found."
"Default values of storefront descriptions (for All Store Views option) aren't set.","Default values of storefront descriptions (for All Store Views option) aren't set."
"All Store Views","All Store Views"
"Add","Add"
"Store View","Store View"
"Item processor must implements %1","Item processor must implements %1"
"Type processor must implements %1","Type processor must implements %1"
"Invalid input date format %1","Invalid input date format %1"
"Unknown action type: %1 requested","Unknown action type: %1 requested"
"Product resolver must implements %1","Product resolver must implements %1"
"Collection processor must implement %1","Collection processor must implement %1"
"Condition must be instance of %1","Condition must be instance of %1"
"Customer birthday","Customer birthday"
"Add points for birthday in X days in advance","Add points for birthday in X days in advance"
"Limit DOB change by customer","Limit DOB change by customer"
"Once a year","Once a year"
"No","No"
"Date of Birth can be modified only once a year.","Date of Birth can be modified only once a year."
"Start Date of Lifetime Sales Calculation","Start Date of Lifetime Sales Calculation"
"Leave empty if Lifetime Sales should be calculated from Magento installation date","Leave empty if Lifetime Sales should be calculated from Magento installation date"
"Lifetime Sales Start Date is invalid. Enter valid date.","Lifetime Sales Start Date is invalid. Enter valid date."
"1 point = ","1 point = "
"You can apply up to ","You can apply up to "
" points"," points"
"Use ","Use "
"Transaction History","Transaction History"
"Balance Summary","Balance Summary"
"Balance Adjustment","Balance Adjustment"
"Invalid customer selection","Invalid customer selection"
"Please enter a non-decimal number greater than 0 in this field.","Please enter a non-decimal number greater than 0 in this field."
" Reward Points"," Reward Points"
